PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
LICENCIATURA EN PEDAGOGÍA INFANTIL;Mario Olmo Piquer;771102175;32;No;Urbana;F;Unión Libre;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Fidela Anastasia Gordillo Peral;201015859;21;Sí;Urbana;F;Casado;Beca;DESPLAZADO;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Javier Huerta Palma;436889439;50;No;Urbana;M;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Julia Hernando Duarte;101552125;41;Sí;Rural;F;Divorciado;Familia;DESPLAZADO;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Custodio Iglesia;674011633;47;Sí;Rural;M;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Alfredo Luciano Carbonell Valenzuela;111531629;46;Sí;Urbana;F;Religioso;Familia;PUEBLO INDIGENA;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Custodio Batalla Reina;500392893;36;No;Urbana;M;Casado;Recursos Propios;DESPLAZADO;No;No;3
ADMINISTRACIÓN FINANCIERA;Pánfilo Domingo Alberto Galván;125925807;26;Sí;Urbana;M;Soltero;Crédito;DESPLAZADO;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Amaro Pancho Martín Mayoral;59924122;28;No;Rural;F;Religioso;Familia;PUEBLO INDIGENA;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Rico Cañellas Prat;226456736;49;Sí;Rural;M;Divorciado;Recursos Propios;REGULAR PREGRADO;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Ileana Julieta Calvo Silva;419030552;18;Sí;Rural;F;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Rolando del Jáuregui;342143156;33;No;Rural;M;Religioso;Recursos Propios;REGULAR PREGRADO;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Lucía Cabanillas Páez;622342666;23;No;Rural;F;Casado;Beca;COMUNIDAD NEGRA;No;Sí;1
MERCADEO;Rosenda Franco Mendizábal;676389672;24;Sí;Rural;M;Religioso;Crédito;REGULAR PREGRADO;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Gervasio Haroldo Busquets Robledo;262150331;23;Sí;Rural;F;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Demetrio Rosario Fiol Pineda;222344837;45;Sí;Urbana;M;Madre soltera;Familia;PUEBLO INDIGENA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Samu Calixto Pujadas Correa;84736416;42;Sí;Rural;M;Unión Libre;Crédito;DESPLAZADO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Consuela Lucía Paniagua Sales;884126376;26;No;Rural;F;Unión Libre;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Alma Sevilla Arnal;847408023;19;Sí;Urbana;F;Soltero;Beca;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jordana del Gargallo;207837764;20;No;Rural;M;Soltero;Familia;COMUNIDAD NEGRA;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Andrea Luján;814970619;34;Sí;Urbana;F;Unión Libre;Beca;REGULAR PREGRADO;No;Sí;4
MERCADEO;Nacio Olivera Becerra;622416529;41;Sí;Rural;F;Unión Libre;Crédito;PUEBLO INDIGENA;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Augusto Nogués;273022775;17;Sí;Rural;F;Religioso;Beca;PUEBLO INDIGENA;Sí;No;1
MERCADEO;Agustín Coll;978554428;17;No;Urbana;F;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Cruz Llobet Villalba;666039097;54;No;Rural;F;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Baudelio Rovira Alonso;27786635;17;Sí;Urbana;M;Casado;Beca;DESPLAZADO;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Leyre Barriga Oller;689341006;29;No;Urbana;M;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
MERCADEO;Gabriel Cobo Ibáñez;51998542;41;Sí;Rural;F;Unión Libre;Crédito;PUEBLO INDIGENA;Sí;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Petrona de Durán;52711660;16;Sí;Rural;F;Divorciado;Crédito;DESPLAZADO;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Joan Carbonell Romero;916030005;18;No;Urbana;F;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;5
ADMINISTRACIÓN FINANCIERA;Hilario Boada Sans;712514581;24;Sí;Urbana;M;Casado;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Blas Sobrino-Catalá;111719593;45;Sí;Urbana;M;Soltero;Crédito;DESPLAZADO;No;Sí;3
MERCADEO;Lucas Bejarano Moya;431739600;21;Sí;Rural;M;Casado;Crédito;DESPLAZADO;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Marco Grande;828050860;48;Sí;Rural;M;Religioso;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;5
MERCADEO;Susanita Goicoechea-Tena;377563124;25;No;Rural;F;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Lupe Benito Adán;928641658;53;No;Rural;M;Casado;Recursos Propios;COMUNIDAD NEGRA;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Florina Aliaga Herrero;508551166;24;Sí;Urbana;M;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Chita Ordóñez Benito;135893942;34;No;Rural;M;Madre soltera;Familia;PUEBLO INDIGENA;Sí;Sí;3
MERCADEO;Ana Belén Aguirre Morata;777756698;47;No;Rural;M;Casado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Dimas Ríos Chaparro;865810900;28;Sí;Urbana;M;Soltero;Familia;DESPLAZADO;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Consuelo Murcia Estrada;22022210;37;Sí;Urbana;M;Soltero;Crédito;PUEBLO INDIGENA;No;No;5
ADMINISTRACIÓN FINANCIERA;Salud Cruz-Ortuño;630352466;47;Sí;Rural;F;Madre soltera;Recursos Propios;DESPLAZADO;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Alma Vila Guzmán;50085199;31;Sí;Urbana;F;Casado;Recursos Propios;DESPLAZADO;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Marciano Escrivá Conde;821504267;18;Sí;Rural;F;Casado;Crédito;REGULAR PREGRADO;No;Sí;5
MERCADEO;Begoña Zabala Elías;73030440;42;No;Urbana;M;Unión Libre;Crédito;DESPLAZADO;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Pilar Jordán Colom;222996858;22;No;Urbana;M;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Evelia Verdejo;300210280;49;No;Rural;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Mar Almansa Pont;58491668;50;Sí;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;No;No;5
ADMINISTRACIÓN FINANCIERA;Fito Figueroa Barragán;996055488;40;Sí;Urbana;F;Religioso;Familia;COMUNIDAD NEGRA;No;Sí;2
MERCADEO;Édgar Arévalo Lopez;76228534;34;Sí;Rural;M;Religioso;Familia;COMUNIDAD NEGRA;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Pepita Álvaro Novoa;494706544;40;Sí;Urbana;M;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Pepito Mariscal Ribera;904780614;51;No;Urbana;F;Unión Libre;Crédito;REGULAR PREGRADO;Sí;No;5
MERCADEO;Teófilo Coloma Aguilar;440062837;30;No;Rural;M;Religioso;Recursos Propios;DESPLAZADO;No;No;2
ADMINISTRACIÓN FINANCIERA;Angelina Girón Gallart;706339067;45;Sí;Urbana;F;Divorciado;Recursos Propios;REGULAR PREGRADO;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Flavio de Navas;127590146;38;No;Rural;M;Divorciado;Familia;PUEBLO INDIGENA;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Leonel Marcial Tena Pavón;297528935;23;Sí;Rural;M;Soltero;Familia;REGULAR PREGRADO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Fernanda Benavente Torrijos;74878879;28;Sí;Rural;F;Soltero;Beca;COMUNIDAD NEGRA;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Elisabet Cortina Espada;210447287;22;Sí;Rural;F;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Baltasar Pi Suárez;557805868;46;No;Rural;F;Religioso;Familia;PUEBLO INDIGENA;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Ciro Bastida Otero;753570044;23;Sí;Rural;M;Unión Libre;Familia;DESPLAZADO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Bernabé Jimenez Durán;320615959;39;Sí;Urbana;F;Divorciado;Beca;REGULAR PREGRADO;Sí;No;3
MERCADEO;Manu Marí Donaire;883634598;27;Sí;Rural;F;Soltero;Crédito;COMUNIDAD NEGRA;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Marcela Juárez;789176762;18;No;Rural;F;Madre soltera;Familia;REGULAR PREGRADO;Sí;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ariadna Lupita Villena Soriano;276700374;21;No;Rural;F;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pepe Montoya-Collado;777845641;16;Sí;Urbana;M;Casado;Recursos Propios;DESPLAZADO;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Fanny Casanova;477156392;22;No;Urbana;F;Divorciado;Familia;DESPLAZADO;Sí;Sí;4
MERCADEO;Rodrigo Castrillo Ibáñez;676045556;42;Sí;Urbana;M;Madre soltera;Crédito;DESPLAZADO;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Eusebio Gerónimo Alfonso Mesa;626104392;20;No;Rural;F;Casado;Familia;DESPLAZADO;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Édgar Reyes Bustamante Guardia;345884204;16;No;Urbana;M;Religioso;Familia;COMUNIDAD NEGRA;No;No;5
MERCADEO;Clarisa Ochoa;334264687;29;No;Urbana;F;Religioso;Crédito;PUEBLO INDIGENA;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Merche Porcel Larrea;73345321;26;No;Urbana;F;Divorciado;Beca;REGULAR PREGRADO;No;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Vinicio Rius Sáez;104701519;51;No;Rural;M;Casado;Crédito;DESPLAZADO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Feliciano Valle Torrijos;605292874;47;Sí;Urbana;F;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Modesta Badía Sierra;430377087;28;Sí;Urbana;F;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Amarilis Figuerola Reyes;340846620;30;Sí;Urbana;M;Casado;Beca;DESPLAZADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pepito Cesar Posada Gutiérrez;492203808;31;Sí;Urbana;F;Divorciado;Crédito;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jose Ramón Aguirre;495476754;52;No;Urbana;F;Casado;Familia;DESPLAZADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Clara Arranz Solé;939160788;23;No;Urbana;M;Soltero;Beca;PUEBLO INDIGENA;Sí;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Pastor Guardia;552686336;46;No;Rural;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
MERCADEO;Odalis de Mateos;145275437;21;No;Rural;M;Divorciado;Crédito;DESPLAZADO;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Esther Alcázar Colom;885652786;21;Sí;Rural;F;Religioso;Beca;REGULAR PREGRADO;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Apolonia Martí Álvarez;626479262;50;No;Rural;M;Religioso;Recursos Propios;PUEBLO INDIGENA;No;No;2
ADMINISTRACIÓN FINANCIERA;Encarnación Gonzalo-Briones;630694951;41;Sí;Urbana;F;Unión Libre;Familia;PUEBLO INDIGENA;No;No;5
MERCADEO;Lourdes Jiménez Riera;966341427;41;No;Urbana;F;Unión Libre;Familia;PUEBLO INDIGENA;No;No;4
ADMINISTRACIÓN FINANCIERA;Matías Armando Silva Baños;957756537;42;No;Urbana;M;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Óscar Jara Mármol;438053755;52;No;Urbana;M;Soltero;Crédito;REGULAR PREGRADO;Sí;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Cintia Zaragoza Fuster;895951040;25;Sí;Urbana;F;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Cándida Barba Valentín;469619357;29;No;Rural;F;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Jose Carlos Rodrigo Guillen;593324932;20;Sí;Urbana;F;Soltero;Familia;DESPLAZADO;Sí;Sí;3
MERCADEO;Ana Sofía Sola Vigil;864355100;18;Sí;Urbana;M;Casado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
MERCADEO;Alondra Bermudez-Vélez;509465591;22;No;Rural;F;Soltero;Recursos Propios;DESPLAZADO;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Antonia Arnau Rico;669363385;46;No;Rural;M;Unión Libre;Crédito;COMUNIDAD NEGRA;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Jose Miguel de Gil;495119905;48;Sí;Rural;F;Casado;Beca;DESPLAZADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Lope Heras Lucena;470495534;19;No;Urbana;F;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Elodia Lara Arco;396278349;23;Sí;Rural;M;Soltero;Recursos Propios;COMUNIDAD NEGRA;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Donato Bayona Ayala;968288236;45;Sí;Urbana;F;Divorciado;Recursos Propios;COMUNIDAD NEGRA;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Rafa Fabián Bernat Batlle;144500080;29;No;Rural;F;Religioso;Recursos Propios;REGULAR PREGRADO;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Reyna Sierra Gallego;364602625;19;Sí;Rural;M;Divorciado;Crédito;PUEBLO INDIGENA;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Adora Tenorio Céspedes;920315961;54;Sí;Rural;F;Religioso;Recursos Propios;REGULAR PREGRADO;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Nydia Duque Ochoa;682809584;20;No;Urbana;M;Madre soltera;Crédito;COMUNIDAD NEGRA;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Magdalena Egea Ríos;33306063;36;No;Rural;F;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Julia Rosa Camps;592735144;21;No;Rural;M;Unión Libre;Beca;COMUNIDAD NEGRA;No;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Pedro Juárez Quirós;612087568;19;No;Rural;M;Madre soltera;Crédito;DESPLAZADO;Sí;Sí;2
MERCADEO;Héctor Espada-Villar;572549565;49;Sí;Urbana;F;Casado;Crédito;PUEBLO INDIGENA;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Ángeles Borja-Huertas;328697262;24;No;Urbana;F;Casado;Crédito;REGULAR PREGRADO;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Perla Lobato Soler;955102979;44;No;Rural;F;Madre soltera;Familia;COMUNIDAD NEGRA;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Aitana Valero-Tejero;306922154;21;No;Rural;F;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Benigna Guardiola Solís;550187185;25;Sí;Urbana;F;Unión Libre;Familia;DESPLAZADO;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Ana Sofía de Trillo;95683688;24;Sí;Urbana;M;Divorciado;Familia;REGULAR PREGRADO;No;No;4
ADMINISTRACIÓN FINANCIERA;Julie Vazquez Pellicer;130652007;44;Sí;Rural;M;Unión Libre;Crédito;COMUNIDAD NEGRA;No;Sí;4
MERCADEO;Jose Ramón Che Azorin Ropero;527348685;46;No;Urbana;F;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Maricela Alcántara Orozco;307639127;53;Sí;Rural;F;Divorciado;Beca;PUEBLO INDIGENA;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Cayetana Ros Blazquez;315697302;17;No;Urbana;M;Madre soltera;Beca;PUEBLO INDIGENA;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Prudencia Contreras Barco;303158747;40;Sí;Urbana;F;Casado;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Samu Casanovas Ibarra;700015697;38;Sí;Rural;M;Divorciado;Recursos Propios;REGULAR PREGRADO;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Sergio Bernat-Cañellas;683181477;32;Sí;Urbana;F;Soltero;Familia;DESPLAZADO;Sí;Sí;5
MERCADEO;Ernesto de Vaquero;899964321;37;Sí;Urbana;F;Divorciado;Familia;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Purificación Victoria Alcántara Cortés;86874778;53;Sí;Urbana;M;Religioso;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Emma Nogués Blazquez;732689516;31;No;Urbana;F;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Edelmiro Sebastián Flores;582006691;52;Sí;Urbana;M;Divorciado;Crédito;DESPLAZADO;No;No;2
ADMINISTRACIÓN FINANCIERA;Susanita Ochoa Mayo;390291688;34;No;Rural;F;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Américo Mena Montaña;679388086;39;No;Urbana;M;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;3
MERCADEO;Bernardo del Bustamante;513300526;40;No;Rural;F;Casado;Crédito;COMUNIDAD NEGRA;No;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Paca Castells Farré;691119567;43;Sí;Urbana;F;Unión Libre;Crédito;DESPLAZADO;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Silvestre Atilio Cerdán Salgado;498210116;25;No;Rural;F;Divorciado;Recursos Propios;PUEBLO INDIGENA;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Fortunato Aroca Trujillo;52341827;29;No;Rural;F;Madre soltera;Beca;PUEBLO INDIGENA;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Sarita Reguera-Mayo;713943731;18;No;Rural;F;Madre soltera;Crédito;DESPLAZADO;No;Sí;2
MERCADEO;Isa Arce-Meléndez;727116665;48;Sí;Urbana;M;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Rosalinda Ropero;371291437;27;No;Urbana;M;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Flor Miralles Casares;421825820;49;No;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Rosalía Ochoa Laguna;410046152;54;No;Rural;M;Unión Libre;Crédito;DESPLAZADO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Gil Cáceres Calvo;928920544;44;No;Urbana;M;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Obdulia Bosch Cases;961595454;47;No;Urbana;M;Soltero;Crédito;COMUNIDAD NEGRA;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Gracia Manzanares Gras;5383445;48;No;Rural;F;Madre soltera;Recursos Propios;PUEBLO INDIGENA;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Domitila Barberá Moliner;129353129;42;Sí;Rural;F;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Gema Dalmau Perez;848789496;22;No;Urbana;F;Casado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Zaida Aguado Benavente;405023227;49;No;Urbana;M;Soltero;Beca;COMUNIDAD NEGRA;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Ligia Ferrán Lluch;641835556;27;Sí;Urbana;F;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Toni Mancebo Guerra;61842556;27;Sí;Rural;F;Religioso;Beca;DESPLAZADO;No;No;4
ADMINISTRACIÓN FINANCIERA;Dulce Macías Rincón;91547551;49;No;Urbana;F;Unión Libre;Familia;DESPLAZADO;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Isa del Sevillano;512338272;34;No;Urbana;F;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;3
MERCADEO;Cándido Victor Madrigal Gámez;521633110;37;Sí;Urbana;F;Religioso;Familia;DESPLAZADO;No;No;3
ADMINISTRACIÓN FINANCIERA;Emigdio Requena Martinez;47642703;47;No;Urbana;F;Unión Libre;Familia;DESPLAZADO;No;No;5
ADMINISTRACIÓN FINANCIERA;Emigdio Cañete;415101472;41;No;Rural;F;Unión Libre;Beca;DESPLAZADO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Anunciación Ofelia Marti Berrocal;517348632;22;No;Rural;M;Religioso;Crédito;DESPLAZADO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pepita Rodrigo Montes;159710014;34;No;Urbana;F;Soltero;Familia;PUEBLO INDIGENA;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Fermín Avilés Valle;52889118;31;Sí;Rural;M;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
ADMINISTRACIÓN FINANCIERA;Raúl Benitez Becerra;981245365;52;No;Rural;M;Casado;Familia;PUEBLO INDIGENA;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Maxi Nereida Salgado Pérez;28345401;20;Sí;Urbana;F;Soltero;Crédito;DESPLAZADO;No;No;2
ADMINISTRACIÓN FINANCIERA;Jose Angel Collado-Bernal;879360791;46;Sí;Rural;M;Religioso;Beca;PUEBLO INDIGENA;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Merche Leandra Antúnez Valverde;970679090;18;No;Urbana;M;Casado;Crédito;PUEBLO INDIGENA;No;Sí;2
MERCADEO;Luna Pera Cepeda;786916440;17;No;Urbana;F;Divorciado;Beca;PUEBLO INDIGENA;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Dalila Morante Pera;549399199;39;Sí;Urbana;F;Casado;Crédito;COMUNIDAD NEGRA;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Ileana Perez Montero;855629929;34;No;Urbana;F;Casado;Familia;REGULAR PREGRADO;No;Sí;4
MERCADEO;Adalberto Almeida Gras;204377270;52;No;Urbana;F;Religioso;Crédito;COMUNIDAD NEGRA;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Cándida Álamo Blanco;659922231;26;Sí;Urbana;M;Casado;Familia;REGULAR PREGRADO;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Agustín Salazar Sarmiento;155281087;28;Sí;Urbana;F;Religioso;Familia;COMUNIDAD NEGRA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Miguel Uría-Villaverde;151729554;24;No;Urbana;M;Unión Libre;Recursos Propios;DESPLAZADO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Gastón Fiol Cepeda;944466695;50;Sí;Rural;M;Casado;Familia;PUEBLO INDIGENA;No;Sí;5
MERCADEO;Catalina Urrutia Berenguer;283103940;38;Sí;Rural;M;Unión Libre;Beca;COMUNIDAD NEGRA;No;No;2
MERCADEO;Édgar Valls Patiño;434089329;22;No;Urbana;F;Soltero;Beca;PUEBLO INDIGENA;Sí;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Poncio Mendoza Piña;728765216;41;Sí;Urbana;F;Religioso;Recursos Propios;DESPLAZADO;Sí;Sí;2
MERCADEO;Tiburcio Carrillo;851118569;23;Sí;Rural;M;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Alfonso Diez Velázquez;335599369;39;No;Rural;F;Religioso;Beca;REGULAR PREGRADO;Sí;Sí;3
