PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
LICENCIATURA EN EDUCACIÓN INFANTIL;Javier Huerta Palma;994891708;52;Sí;Rural;F;Religioso;Crédito;REGULAR PREGRADO;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Julia Hernando Duarte;474443104;54;No;Rural;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Custodio Iglesia;874196712;31;Sí;Urbana;F;Divorciado;Crédito;DESPLAZADO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Alfredo Luciano Carbonell Valenzuela;502676780;49;Sí;Urbana;M;Soltero;Beca;REGULAR PREGRADO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Custodio Batalla Reina;252002285;43;No;Urbana;F;Unión Libre;Crédito;REGULAR PREGRADO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Pánfilo Domingo Alberto Galván;492918626;21;Sí;Urbana;M;Casado;Recursos Propios;COMUNIDAD NEGRA;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Amaro Pancho Martín Mayoral;389231396;45;No;Rural;F;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Rico Cañellas Prat;46886874;20;No;Rural;F;Casado;Recursos Propios;COMUNIDAD NEGRA;No;Sí;4
MERCADEO;Ileana Julieta Calvo Silva;589855296;41;No;Urbana;M;Unión Libre;Recursos Propios;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Rolando del Jáuregui;696932761;19;Sí;Urbana;F;Unión Libre;Recursos Propios;DESPLAZADO;No;No;3
ADMINISTRACIÓN FINANCIERA;Lucía Cabanillas Páez;680665885;26;No;Urbana;M;Madre soltera;Familia;COMUNIDAD NEGRA;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Rosenda Franco Mendizábal;329801919;50;Sí;Urbana;F;Madre soltera;Beca;PUEBLO INDIGENA;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Gervasio Haroldo Busquets Robledo;643289964;18;No;Rural;M;Unión Libre;Familia;REGULAR PREGRADO;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Demetrio Rosario Fiol Pineda;98379643;54;No;Urbana;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Samu Calixto Pujadas Correa;268428875;49;Sí;Rural;F;Divorciado;Crédito;DESPLAZADO;Sí;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Consuela Lucía Paniagua Sales;771360167;25;No;Urbana;M;Madre soltera;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Alma Sevilla Arnal;675114643;38;Sí;Urbana;F;Unión Libre;Beca;PUEBLO INDIGENA;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jordana del Gargallo;835322094;28;No;Urbana;M;Religioso;Beca;DESPLAZADO;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Andrea Luján;675060515;43;Sí;Urbana;F;Soltero;Familia;REGULAR PREGRADO;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Nacio Olivera Becerra;945192889;29;No;Rural;M;Divorciado;Recursos Propios;PUEBLO INDIGENA;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Augusto Nogués;371210337;27;No;Urbana;M;Soltero;Familia;DESPLAZADO;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Agustín Coll;956224575;27;Sí;Rural;F;Casado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
ADMINISTRACIÓN FINANCIERA;Cruz Llobet Villalba;948410747;23;Sí;Urbana;M;Religioso;Recursos Propios;COMUNIDAD NEGRA;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Baudelio Rovira Alonso;594826908;23;No;Urbana;M;Religioso;Recursos Propios;DESPLAZADO;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Leyre Barriga Oller;651958801;41;Sí;Urbana;M;Unión Libre;Familia;DESPLAZADO;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Gabriel Cobo Ibáñez;831667738;25;Sí;Rural;M;Unión Libre;Crédito;REGULAR PREGRADO;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Petrona de Durán;836833681;31;Sí;Urbana;F;Madre soltera;Recursos Propios;REGULAR PREGRADO;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Joan Carbonell Romero;103497218;16;No;Rural;M;Religioso;Familia;PUEBLO INDIGENA;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Hilario Boada Sans;268361297;48;Sí;Urbana;F;Unión Libre;Beca;REGULAR PREGRADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Blas Sobrino-Catalá;367601249;28;Sí;Rural;F;Divorciado;Familia;REGULAR PREGRADO;No;No;5
MERCADEO;Lucas Bejarano Moya;483731398;33;No;Urbana;F;Divorciado;Familia;DESPLAZADO;Sí;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Marco Grande;268839834;19;No;Rural;F;Religioso;Familia;COMUNIDAD NEGRA;No;Sí;1
MERCADEO;Susanita Goicoechea-Tena;575963288;50;No;Rural;M;Soltero;Beca;COMUNIDAD NEGRA;No;Sí;4
MERCADEO;Lupe Benito Adán;685749583;30;No;Urbana;F;Divorciado;Familia;PUEBLO INDIGENA;No;No;4
MERCADEO;Florina Aliaga Herrero;791195072;35;Sí;Rural;M;Casado;Crédito;PUEBLO INDIGENA;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Chita Ordóñez Benito;179735306;41;No;Rural;M;Religioso;Familia;DESPLAZADO;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ana Belén Aguirre Morata;8183765;23;Sí;Rural;F;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Dimas Ríos Chaparro;413798489;45;Sí;Urbana;F;Soltero;Beca;COMUNIDAD NEGRA;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Consuelo Murcia Estrada;442866016;25;No;Urbana;M;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Salud Cruz-Ortuño;71749555;40;No;Urbana;F;Madre soltera;Beca;PUEBLO INDIGENA;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Alma Vila Guzmán;100046889;43;No;Rural;M;Casado;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;1
MERCADEO;Marciano Escrivá Conde;720774777;34;No;Urbana;F;Unión Libre;Crédito;REGULAR PREGRADO;No;Sí;2
MERCADEO;Begoña Zabala Elías;16492141;23;Sí;Rural;F;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Pilar Jordán Colom;56422389;50;Sí;Urbana;M;Religioso;Recursos Propios;REGULAR PREGRADO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Evelia Verdejo;852316677;16;No;Urbana;M;Religioso;Beca;COMUNIDAD NEGRA;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Mar Almansa Pont;664039720;34;Sí;Rural;F;Unión Libre;Familia;REGULAR PREGRADO;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Fito Figueroa Barragán;421838739;38;Sí;Urbana;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Édgar Arévalo Lopez;894524594;28;No;Urbana;F;Madre soltera;Familia;COMUNIDAD NEGRA;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Pepita Álvaro Novoa;484776895;18;No;Urbana;F;Unión Libre;Crédito;PUEBLO INDIGENA;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pepito Mariscal Ribera;776665294;37;Sí;Rural;M;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
MERCADEO;Teófilo Coloma Aguilar;253173710;51;Sí;Urbana;F;Divorciado;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Angelina Girón Gallart;454392443;37;No;Urbana;M;Casado;Familia;COMUNIDAD NEGRA;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Flavio de Navas;542573057;27;Sí;Urbana;F;Casado;Familia;COMUNIDAD NEGRA;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Leonel Marcial Tena Pavón;440406517;28;No;Rural;M;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Fernanda Benavente Torrijos;944241226;52;No;Rural;M;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Elisabet Cortina Espada;223048674;28;Sí;Rural;M;Divorciado;Beca;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Baltasar Pi Suárez;262680916;27;No;Urbana;F;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Ciro Bastida Otero;768651031;28;Sí;Urbana;M;Casado;Recursos Propios;DESPLAZADO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Bernabé Jimenez Durán;479366087;18;Sí;Urbana;M;Religioso;Crédito;REGULAR PREGRADO;Sí;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Manu Marí Donaire;638588495;37;Sí;Urbana;M;Casado;Crédito;COMUNIDAD NEGRA;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Marcela Juárez;613214989;34;Sí;Urbana;M;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Ariadna Lupita Villena Soriano;320460432;52;No;Rural;F;Religioso;Beca;COMUNIDAD NEGRA;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Pepe Montoya-Collado;237465371;53;No;Rural;M;Unión Libre;Familia;DESPLAZADO;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Fanny Casanova;419936003;29;Sí;Rural;M;Madre soltera;Beca;DESPLAZADO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Rodrigo Castrillo Ibáñez;528292652;18;No;Urbana;M;Soltero;Crédito;COMUNIDAD NEGRA;No;No;1
ADMINISTRACIÓN FINANCIERA;Eusebio Gerónimo Alfonso Mesa;323646487;25;Sí;Urbana;F;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Édgar Reyes Bustamante Guardia;121429537;44;No;Urbana;M;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Clarisa Ochoa;244689837;19;No;Rural;F;Casado;Beca;PUEBLO INDIGENA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Merche Porcel Larrea;511762143;40;No;Urbana;M;Madre soltera;Beca;COMUNIDAD NEGRA;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Vinicio Rius Sáez;139634190;43;Sí;Rural;F;Religioso;Familia;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Feliciano Valle Torrijos;633668726;47;No;Urbana;M;Religioso;Familia;REGULAR PREGRADO;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Modesta Badía Sierra;304123174;47;No;Urbana;M;Soltero;Recursos Propios;REGULAR PREGRADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Amarilis Figuerola Reyes;662510332;34;No;Urbana;M;Religioso;Recursos Propios;REGULAR PREGRADO;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Pepito Cesar Posada Gutiérrez;864927615;50;No;Urbana;M;Madre soltera;Familia;DESPLAZADO;Sí;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Jose Ramón Aguirre;197921181;51;No;Rural;F;Soltero;Recursos Propios;PUEBLO INDIGENA;No;No;1
ADMINISTRACIÓN FINANCIERA;Clara Arranz Solé;665792661;45;No;Urbana;M;Soltero;Familia;COMUNIDAD NEGRA;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Pastor Guardia;670315912;44;Sí;Urbana;M;Soltero;Recursos Propios;REGULAR PREGRADO;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Odalis de Mateos;9509948;54;No;Rural;M;Madre soltera;Beca;REGULAR PREGRADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Esther Alcázar Colom;543811610;30;No;Urbana;F;Divorciado;Familia;COMUNIDAD NEGRA;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Apolonia Martí Álvarez;423842353;46;Sí;Urbana;M;Soltero;Familia;PUEBLO INDIGENA;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Encarnación Gonzalo-Briones;609553240;26;No;Rural;M;Religioso;Beca;COMUNIDAD NEGRA;No;Sí;2
MERCADEO;Lourdes Jiménez Riera;211467999;52;Sí;Rural;F;Soltero;Familia;PUEBLO INDIGENA;No;No;2
ADMINISTRACIÓN FINANCIERA;Matías Armando Silva Baños;782123987;54;No;Urbana;M;Unión Libre;Recursos Propios;REGULAR PREGRADO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Óscar Jara Mármol;518434160;32;Sí;Rural;M;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Cintia Zaragoza Fuster;583601222;23;Sí;Urbana;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Cándida Barba Valentín;282668578;49;Sí;Urbana;F;Madre soltera;Crédito;DESPLAZADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jose Carlos Rodrigo Guillen;625780140;26;No;Rural;F;Religioso;Beca;COMUNIDAD NEGRA;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Ana Sofía Sola Vigil;404969202;36;Sí;Urbana;F;Casado;Recursos Propios;COMUNIDAD NEGRA;No;Sí;5
MERCADEO;Alondra Bermudez-Vélez;612001464;38;Sí;Urbana;F;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Antonia Arnau Rico;403088958;45;Sí;Rural;F;Soltero;Crédito;REGULAR PREGRADO;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Jose Miguel de Gil;579340026;32;No;Rural;M;Unión Libre;Crédito;PUEBLO INDIGENA;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lope Heras Lucena;771984983;25;No;Urbana;M;Madre soltera;Crédito;DESPLAZADO;No;Sí;1
MERCADEO;Elodia Lara Arco;480345775;43;Sí;Rural;M;Madre soltera;Familia;REGULAR PREGRADO;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Donato Bayona Ayala;975473379;50;No;Rural;M;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Rafa Fabián Bernat Batlle;400738094;44;Sí;Urbana;M;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Reyna Sierra Gallego;942716270;53;No;Urbana;M;Religioso;Familia;REGULAR PREGRADO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Adora Tenorio Céspedes;270048513;31;Sí;Rural;F;Divorciado;Beca;REGULAR PREGRADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Nydia Duque Ochoa;788403201;40;Sí;Rural;F;Divorciado;Crédito;COMUNIDAD NEGRA;Sí;No;2
MERCADEO;Magdalena Egea Ríos;188362361;26;No;Rural;M;Madre soltera;Crédito;REGULAR PREGRADO;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Julia Rosa Camps;392342255;36;No;Urbana;F;Religioso;Beca;PUEBLO INDIGENA;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pedro Juárez Quirós;784084990;19;Sí;Urbana;M;Soltero;Familia;REGULAR PREGRADO;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Héctor Espada-Villar;317960077;33;Sí;Rural;M;Madre soltera;Recursos Propios;DESPLAZADO;No;Sí;5
ADMINISTRACIÓN FINANCIERA;Ángeles Borja-Huertas;244259657;21;No;Urbana;M;Madre soltera;Crédito;REGULAR PREGRADO;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Perla Lobato Soler;329903567;18;No;Rural;M;Casado;Familia;PUEBLO INDIGENA;Sí;Sí;4
MERCADEO;Aitana Valero-Tejero;862145314;42;No;Rural;F;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Benigna Guardiola Solís;869685444;52;Sí;Rural;M;Divorciado;Beca;DESPLAZADO;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Ana Sofía de Trillo;800875928;50;Sí;Rural;M;Madre soltera;Beca;DESPLAZADO;Sí;Sí;2
MERCADEO;Julie Vazquez Pellicer;24888391;22;No;Rural;F;Unión Libre;Recursos Propios;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jose Ramón Che Azorin Ropero;740471227;54;Sí;Urbana;M;Madre soltera;Familia;DESPLAZADO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Maricela Alcántara Orozco;190665376;37;No;Rural;F;Unión Libre;Crédito;PUEBLO INDIGENA;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Cayetana Ros Blazquez;960556991;30;No;Urbana;F;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Prudencia Contreras Barco;503096267;22;No;Urbana;F;Casado;Beca;PUEBLO INDIGENA;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Samu Casanovas Ibarra;768172233;32;Sí;Urbana;F;Divorciado;Recursos Propios;COMUNIDAD NEGRA;No;No;5
MERCADEO;Sergio Bernat-Cañellas;182655296;29;Sí;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Ernesto de Vaquero;595647034;40;No;Rural;M;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Purificación Victoria Alcántara Cortés;68030026;38;Sí;Urbana;F;Soltero;Familia;COMUNIDAD NEGRA;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Emma Nogués Blazquez;671403833;47;Sí;Rural;M;Divorciado;Beca;REGULAR PREGRADO;No;Sí;1
MERCADEO;Edelmiro Sebastián Flores;494971052;42;No;Rural;F;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
MERCADEO;Susanita Ochoa Mayo;429296744;35;Sí;Urbana;M;Religioso;Beca;REGULAR PREGRADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Américo Mena Montaña;832609673;18;No;Urbana;M;Unión Libre;Crédito;PUEBLO INDIGENA;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Bernardo del Bustamante;359193004;20;No;Rural;M;Religioso;Recursos Propios;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Paca Castells Farré;834769713;27;Sí;Urbana;M;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;No;1
MERCADEO;Silvestre Atilio Cerdán Salgado;961632556;27;Sí;Urbana;F;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;2
MERCADEO;Fortunato Aroca Trujillo;659252408;50;No;Rural;M;Madre soltera;Familia;REGULAR PREGRADO;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Sarita Reguera-Mayo;44081222;26;No;Rural;M;Divorciado;Recursos Propios;REGULAR PREGRADO;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Isa Arce-Meléndez;484330163;31;No;Urbana;F;Madre soltera;Beca;COMUNIDAD NEGRA;Sí;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Rosalinda Ropero;40505127;20;Sí;Rural;F;Religioso;Beca;DESPLAZADO;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Flor Miralles Casares;657900865;41;No;Urbana;M;Madre soltera;Familia;DESPLAZADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rosalía Ochoa Laguna;859781385;39;Sí;Urbana;M;Religioso;Crédito;PUEBLO INDIGENA;Sí;Sí;4
MERCADEO;Gil Cáceres Calvo;763865993;52;Sí;Urbana;M;Soltero;Crédito;DESPLAZADO;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Obdulia Bosch Cases;566246649;38;Sí;Rural;M;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Gracia Manzanares Gras;114009990;18;Sí;Urbana;M;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Domitila Barberá Moliner;867958261;39;Sí;Rural;F;Religioso;Familia;DESPLAZADO;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Gema Dalmau Perez;80822910;23;No;Rural;F;Madre soltera;Beca;REGULAR PREGRADO;Sí;No;5
MERCADEO;Zaida Aguado Benavente;86310697;16;Sí;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Ligia Ferrán Lluch;251857341;23;Sí;Rural;F;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Toni Mancebo Guerra;689146849;39;No;Urbana;M;Soltero;Beca;PUEBLO INDIGENA;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Dulce Macías Rincón;962060439;19;No;Rural;M;Religioso;Recursos Propios;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Isa del Sevillano;72692217;27;No;Rural;F;Divorciado;Crédito;COMUNIDAD NEGRA;Sí;Sí;4
MERCADEO;Cándido Victor Madrigal Gámez;83447879;54;Sí;Rural;M;Religioso;Beca;COMUNIDAD NEGRA;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Emigdio Requena Martinez;777287356;46;No;Rural;M;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Emigdio Cañete;863880408;46;Sí;Rural;M;Unión Libre;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Anunciación Ofelia Marti Berrocal;322823521;42;No;Urbana;F;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
MERCADEO;Pepita Rodrigo Montes;415261943;29;Sí;Urbana;M;Divorciado;Familia;COMUNIDAD NEGRA;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Fermín Avilés Valle;660858101;38;Sí;Rural;F;Soltero;Crédito;DESPLAZADO;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Raúl Benitez Becerra;373086508;16;No;Urbana;F;Casado;Beca;COMUNIDAD NEGRA;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Maxi Nereida Salgado Pérez;988594935;43;Sí;Rural;F;Unión Libre;Familia;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jose Angel Collado-Bernal;862659501;25;No;Rural;F;Religioso;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Merche Leandra Antúnez Valverde;170558192;21;Sí;Urbana;F;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Luna Pera Cepeda;220364496;19;No;Rural;M;Madre soltera;Beca;REGULAR PREGRADO;No;Sí;3
MERCADEO;Dalila Morante Pera;605453944;47;Sí;Urbana;F;Casado;Beca;COMUNIDAD NEGRA;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Ileana Perez Montero;61596323;54;No;Urbana;M;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Adalberto Almeida Gras;811106687;51;Sí;Urbana;M;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Cándida Álamo Blanco;338957249;52;Sí;Rural;M;Casado;Familia;DESPLAZADO;Sí;No;4
MERCADEO;Agustín Salazar Sarmiento;779598200;20;No;Urbana;M;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;1
MERCADEO;Miguel Uría-Villaverde;957551603;18;No;Urbana;F;Religioso;Familia;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Gastón Fiol Cepeda;777722677;42;No;Urbana;F;Religioso;Familia;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Catalina Urrutia Berenguer;435814456;46;No;Urbana;M;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Édgar Valls Patiño;56858226;46;No;Urbana;F;Religioso;Beca;DESPLAZADO;No;No;4
MERCADEO;Poncio Mendoza Piña;544300747;41;Sí;Rural;M;Casado;Familia;REGULAR PREGRADO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Tiburcio Carrillo;160458076;21;Sí;Urbana;F;Casado;Recursos Propios;REGULAR PREGRADO;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Alfonso Diez Velázquez;713148385;36;Sí;Urbana;F;Casado;Crédito;DESPLAZADO;Sí;No;3
