index;Periodo;Tipo_de_población_a_la_que_pertenece;Año_de_graduación_como_bachiller;Desde_que_ingresó_a_su_carrera_universitaria_¿Cuánto_tiempo_estuvo_sin_realizar_estudios(años)?;¿Tipo_de_institución_donde_terminó_el_bachillerato?;Selecciona_la_modalidad_del_bachillerato_que_estudió;Estudios_que_ha_adelantado;Actualmente_trabaja;Seguridad_social:;¿Cómo_financia_sus_estudios?;¿Es_padre_o_madre_cabeza_de_familia?;Número_de_hijos:;¿Con_quién_vive?;Grado_de_escolaridad_de_la_madre;Grado_de_escolaridad_de_la_padre;Tipo_de_transporte_que_utiliza_para_desplazarse_hasta_la_universidad:;Seleccione_un_rango_de_costo_en_pasajes_hasta_la_universidad:;¿Cuál_es_la_razón_que_lo_motivó_a_escoger_el_programa_en_la_modalidad_a_distancia?;Programa_académico_al_cual_pertenece:;Ubicación_semestral;Señale_cuál(es)_dificultad(es)_académica(s)_ha_presentado_en_el_transcurso_de;¿Posee_algún_tipo_de_discapacidad?;Practica_algún_deporte;¿Cuál(es)_es(son)_su(s)_pasatiempo(s)_favorito(s)?;¿Hace_parte_de_algún_grupo_artístico,_cultural,_deportivo_o_juvenil?;¿Le_gusta_trabajar_en_equipo?;¿De_qué_tiempo_dispone_para_trabajar_individualmente?;De_qué_tiempo_dispone_para_trabajar_en_equipo?;Posee_dificultades_para_relacionarse_con_otras_personas_(compañeros,_docentes)_(única_respuesta);En_cuanto_a_sus_profesores,_se_siente:_(única_respuesta);En_cuanto_a_la_elección_de_su_carrera_se_siente:;¿Cuál_es_su_proyecto_de_vida?;¿Está_habituado(a)_a_tomar_notas_y_apuntes_en_su_proceso_de_estudio?;Seleccione_el_nivel_de_conocimiento_en_informática;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;Seleccione_los_dispositivos_electrónicos_con_los_que_cuenta_actualmente;¿Cuáles_son_las_principales_actividades_que_realiza_en_internet?_;PERIODOINGRESO;SITE_DESCRIPCION;ESTADO_CIVIL;ESTRATO;SEXO;LIBRETA_MILITAR;CLASE_LIBRETA;NACIONALIDAD;DEPARTAMENTOID_INSTITUCION;MUNICIPIOID_INSTITUCION;INSTITUCIONEDUCATIVA;NOMBRE_INSTITUCIONEDUCATIVA;PAIS_NACIMIENTO;DEPARTAMENTO_NACIMIENTO;CIUDAD_NACIMIENTO;PAIS_PROCEDENCIA;DEPARTAMENTO_PROCEDENCIA;MUNICIPIO_PROCEDENCIA;ZONARESIDENCIAL;CIRCUNSCRIPCION;ORIENTACION_SEXUAL;IDENTIDAD_DE_GENERO;CAPACIDADEXCEPCIONAL;DISCAPACIDAD;DISCAPACIDAD_DESCRI;DISCAPACIDAD_ID_PADRE;EDAD_DE_INGRESO;PROGRAMA;nombre;cedula;MATERIA;NOTA;CREDITOS;CREDITOS_PROGRAMA;APROBADO;TIPO;PERIODO2;PROMEDIO;MATRICULAS;SEMILLERO;SOLI_ID;SOLI_ESTADO;SUBSIDIO_ALIMENTARIO;NOMBRE_EPS;INGRESOS_ULTIMO_ANO;CIRCUNSCRIPCION2;PUNTAJE_SISBEN;ES_EGRESADO;FECHAGRADUACION;ES_REINGRESO;IDENTIFICADOR;CantidadMateriasPerdidas;CantidadDeSemestres;PorcentajeDeCreditos
223;1/01/2021;Urbana;2015;2;Privada;Informal (Sabatino);Ninguno;Sí;Contributivo;Recursos Propios;No;No tiene;Esposo(a) e hijos;Universitario;Secundaria;Moto;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Profesional en Mercadeo;I;comprensión de lectura;Ninguna;Ciclismo;Otro;No;Siempre;3-4 horas diarias;3-4 horas diarias;No;Algo satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;"PortÃ¡til
Celular inteligente";"Correo electrónico
Redes sociales
MÃºsica y vÃ­deos
Otros";1/01/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;230;MERCADEO;Randee Tanswell;345267288;INTRODUCCIÓN AL MERCADEO;4,1;3;1480;SI;NORMAL;1/01/2021;3,8;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2495;70;2;1,08108E+15
183;1/02/2020;Urbana;2015;5;Pública;A Distancia;Ninguno;Sí;Contributivo;Recursos Propios;No;1-feb;Madre y/o Padre;Primaria;Primaria;Moto;$ 15.000 - $ 25.000;Es el campo de formación de mi interés;Administración Financiera;I;ninguna;Ninguna;Fútbol;"Leer
Escribir
Bailar
Escuchar música";No;Siempre;Solo fines de semana;Solo fines de semana;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;No;Sí;Celular inteligente;"Correo electrónico
Redes sociales
Música y vídeos
Descargar programas y juegos
Otros";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;1;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;230;ADMINISTRACIÓN FINANCIERA;Constanta Mastrantone;321676048;COMUNICACION;0,46;2;1690;NO;NORMAL;1/02/2020;0,48;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;2500;60;1;0
173;1/02/2021;Urbana;2015;3;Pública;Presencial;Ninguno;No;Subsidiado;Recursos Propios;Si;1-feb;Otras Personas;Primaria;Secundaria;Moto;$ 4.000 - $ 10.000;Buen futuro laboral;Licenciatura en Educación Infantil;I;ninguna;Ninguna;Ninguno;Leer;No;Algunas veces;3-4 horas diarias;3-4 horas diarias;No;Satisfecho;Satisfecho;Ser profesional;Siempre tomo notas;Básico;No;No;Celular inteligente;Correo electrónico;1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;969090;COLEGIO SAN JUAN BOSCO;Colombia;Cauca;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;NO APLICA;FEMENINO;NO APLICA;0;NO APLICA;;230;LICENCIATURA EN EDUCACIÓN INFANTIL;Ira Danter;594204874;UNIVERSIDAD REGION Y MEDIO AMBIENTE;3,7;3;1620;SI;NORMAL;1/02/2021;3,76;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2511;60;2;8,64198E+15
153;1/02/2021;Rural;2015;1;Privada;Presencial;Tecnología;Sí;Subsidiado;Recursos Propios;Si;1-feb;Madre y/o Padre;Secundaria;Primaria;Taxi;$ 25.000 - $ 50.000;Es el campo de formación de mi interés;Administración Financiera;I;memoria;Ninguna;Voleibol;Leer;No;Casi siempre;3-4 horas diarias;Solo fines de semana;No;Muy satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Portátil;Celular inteligente";"Correo electrónico;Redes sociales;Música y vídeos;Cursos virtuales";1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Madre soltera;1;F;NO;;CO;Caquetá;FLORENCIA;969090;COLEGIO SAN JUAN BOSCO;Colombia;Cauca;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;VICTIMA DEL CONFLICTO ARMADO INTERNO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;230;ADMINISTRACIÓN FINANCIERA;Candida Jakubczyk;281385473;UNIVERSIDAD REGION Y MEDIO AMBIENTE;3,7;3;1690;SI;NORMAL;1/02/2021;3,58;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;2520;70;2;9,46746E+15
245;1/01/2021;Rural;2016;4;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;Si;1-feb;Madre y/o Padre;Secundaria;Universitario;Moto;$ 15.000 - $ 25.000;Buen futuro laboral;Profesional en Mercadeo;I;ninguna;Ninguna;Fútbol;Leer;No;Algunas veces;1-2 horas diarias;1-2 horas diarias;No;No sabe / No responde;Muy satisfecho;Ser profesional;A menudo tomo notas;Avanzado;No;Sí;Celular inteligente;"Redes sociales
MÃºsica y vÃ­deos
Descargar programas y juegos
Cursos virtuales";1/01/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;230;MERCADEO;Egbert Warden;184478139;EDUCACIÓN A DISTANCIA;1,04;3;1480;NO;NORMAL;1/01/2021;1,01;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2521;60;1;0
119;1/01/2020;Rural;2016;0;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;No;No tiene;Madre y/o Padre;Secundaria;Secundaria;Moto;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;comprensión de lectura;Ninguna;Voleibol;Ninguno;No;Casi siempre;Solo fines de semana;3-4 horas diarias;No;No sabe / No responde;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;"Portátil
Celular inteligente";Correo electrónico;1/01/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;11150;UNIVERSIDAD DE LA AMAZONIA;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;;;NO APLICA;0;NO APLICA;;220;LICENCIATURA EN EDUCACIÓN INFANTIL;Forster Czaja;590221871;FORMACIÓN Y CONSTRUCCIÓN DE SUBJETIVIDADES EN LAS INFANCIAS;0;3;1620;NO;NORMAL;1/01/2021;2,15;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2531;200;5;1,54321E+16
248;1/02/2021;Urbana;2016;4;Privada;Informal (Sabatino);Ninguno;Sí;Subsidiado;Recursos Propios;No;No tiene;Madre y/o Padre;Técnico;Secundaria;A pie;$ 10.000 - $ 15.000;Es el campo de formación de mi interés;Tecnología en Criminalística;I;ninguna;Ninguna;Boxeo;Entrenar ;Sí;Casi siempre;3-4 horas diarias;Solo fines de semana;No;Muy satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;No;Sí;Celular inteligente;"Correo electrónico;Redes sociales;Música y vídeos";1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Bogotá, Distrito Capital;BOGOTA D.C.;;;;;REGULAR PREGRADO;;;;;;;230;TECNOLOGÍA EN CRIMINALISTICA;Patrica Fansy;149379086;INTRODUCCION A LA CRIMINALISTICA Y POLICIA JUDICIAL;0,8;3;970;NO;NORMAL;1/02/2021;0,88;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2534;70;1;0
61;1/02/2017;Urbana;2016;0;Pública;Presencial;Técnico;No;Subsidiado;Familia;No;No tiene;Madre y/o Padre;Primaria;Primaria;Moto;$ 4.000 - $ 10.000;Buen futuro laboral;Licenciatura en Pedagogía Infantil;I;comprensión de lectura;Ninguna;Baloncesto;"Leer
Escuchar música";No;Algunas veces;3-4 horas diarias;3-4 horas diarias;No;Satisfecho;Satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos";1/02/2017;GRADUADO;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;969090;COLEGIO SAN JUAN BOSCO;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;190;LICENCIATURA EN PEDAGOGÍA INFANTIL;Charlotta Smaridge;472642401;MODULO INTRODUCTORIO;3,5;15;1330;SI;NORMAL;1/02/2017;3,5;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;SI;26/08/2022;NO;2536;0;10;100
217;1/02/2021;Urbana;2017;3;Pública;Informal (Sabatino);Técnico;No;Contributivo;Familia;No;No tiene;Madre y/o Padre;Primaria;Primaria;Bus;$ 50.000 en adelante;Es el campo de formación de mi interés;Mercadeo;I;concentración;Ninguna;Ninguno;Leer;No;Siempre;Todo el tiempo disponible;Todo el tiempo disponible;No;Muy satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Computador de escritorio;Teléfono celular - solo llamadas";Cursos virtuales;1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;BELEN DE LOS ANDAQUIES;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;220;MERCADEO;Lucila Barcroft;778216447;FUNDAMENTOS DE MATEMÁTICAS;0,1;2;1480;NO;NORMAL;1/02/2021;0,16;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;2558;60;1;0
46;1/01/2017;Urbana;2014;0;Pública;Presencial;Ninguno;Sí;Subsidiado;Recursos Propios;No;No tiene;Madre y/o Padre;Secundaria;Técnico;A pie;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Ninguno;Leer;No;Siempre;1-2 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;No;No;Celular inteligente;Redes sociales;1/01/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;1;F;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;DESPLAZADO;;;;;;;180;LICENCIATURA EN PEDAGOGÍA INFANTIL;Ardeen Kynd;770239788;INTRODUCCION AL DESARROLLO HUMANO;3,6;3;1330;SI;NORMAL;1/02/2017;3,6;falta;;;;NO;falta no se guarda;$600.000,oo;DESPLAZADO;;NO;;SI;2590;50;5;4,51128E+15
42;1/01/2017;Urbana;2016;0;Pública;Presencial;Técnico;No;Contributivo;Familia;No;No tiene;Madre y/o Padre;Secundaria;Secundaria;Moto;$ 4.000 - $ 10.000;Otro;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Ninguno;"Leer
Escuchar música";No;Algunas veces;Todo el tiempo disponible;Todo el tiempo disponible;No;Satisfecho;Satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;"Computador de escritorio
Celular inteligente
Tablet";"Redes sociales
Música y vídeos";1/01/2017;GRADUADO;Soltero;2;F;NO;;CO;Caquetá;FLORENCIA;11150;UNIVERSIDAD DE LA AMAZONIA;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;180;LICENCIATURA EN PEDAGOGÍA INFANTIL;Raymund Porkiss;769664847;DESARROLLO DE LA CREATIVIDAD;4,1;2;1330;SI;NORMAL;1/01/2018;3,6;falta;GIECOM (Gestión del Conocimiento-Electrónica-Informática y Comunicaciones);;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;SI;26/08/2022;NO;2592;10;11;100
89;1/01/2018;Urbana;2015;2;Pública;Presencial;Técnico;No;Subsidiado;Familia;No;No tiene;Sólo;Técnico;Especialización;Bus;$ 4.000 - $ 10.000;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;"comprensión de lectura
concentración";Ninguna;Ninguno;"Escribir
Escuchar música
Otro";No;Casi siempre;3-4 horas diarias;1-2 horas diarias;No sabe / No responde;No sabe / No responde;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Computador de escritorio
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos
Cursos virtuales";1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;180;LICENCIATURA EN PEDAGOGÍA INFANTIL;Sybila Mawtus;608799872;MODULO INTRODUCTORIO;3,6;15;1330;SI;NORMAL;1/01/2018;3,6;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2601;0;1;1,12782E+16
84;1/01/2020;Rural;2014;2;Pública;Presencial;Otros;No;Subsidiado;Recursos Propios;No;No tiene;Otras Personas;Primaria;Ninguna;A pie;;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;memoria;Otra;Fútbol;"Leer
Escuchar música
Otro";No;Siempre;3-4 horas diarias;3-4 horas diarias;No;No sabe / No responde;Satisfecho;Otro;A menudo tomo notas;Básico;Sí;No;"Portátil
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos";1/01/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;230;LICENCIATURA EN EDUCACIÓN INFANTIL;Irvine Antrack;557494588;TECNOLOGÍAS PARA EL APRENDIZAJE Y EL CONOCIMIENTO TAC I;1,5;3;1620;NO;NORMAL;1/01/2020;1,58;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;2615;50;1;0
353;1/01/2022;Urbana;2021;1;Pública;A Distancia;Técnico;Sí;Contributivo;Crédito;No;No tiene;Madre y/o Padre;Secundaria;Primaria;Taxi;$ 50.000 en adelante;Buen futuro laboral;Tecnología en Criminalística;I;escritura;Ninguna;Fútbol;Leer;Sí;Casi siempre;Todo el tiempo disponible;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;No;No;Celular inteligente;Cursos virtuales;1/01/2022;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;M;NO;;Colombia;;;;;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;;;;;REGULAR PREGRADO;;;;;;;190;TECNOLOGÍA EN CRIMINALISTICA;Blakeley Kluger;373791198;UNIVERSIDAD REGION Y MEDIO AMBIENTE;1,3;3;970;NO;NORMAL;1/01/2022;1,41;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2617;70;1;0
334;1/01/2022;Urbana;2021;1;Pública;Presencial;Técnico;No;Subsidiado;Recursos Propios;No;No tiene;Madre y/o Padre;Primaria;Secundaria;A pie;$ 15.000 - $ 25.000;Buen futuro laboral;Mercadeo;I;ninguna;Ninguna;Ninguno;Leer;No;Casi siempre;Solo fines de semana;Todo el tiempo disponible;Sí;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;No;No;Celular inteligente;"Correo electrónico;Redes sociales;Música y vídeos;Cursos virtuales";1/01/2022;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;170;MERCADEO;Rich Puffett;781411028;INTRODUCCIÓN AL MERCADEO;0,5;3;1480;NO;NORMAL;1/01/2022;0,22;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;2632;60;1;0
134;1/02/2018;Urbana;2011;1;Pública;Presencial;Técnico;Sí;Contributivo;Familia;No;No tiene;Esposo(a) e hijos;Primaria;Primaria;Taxi;$ 50.000 en adelante;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Voleibol;Cocinar;Sí;Algunas veces;1-2 horas diarias;1-2 horas diarias;No;Satisfecho;Satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;Portátil;Cursos virtuales;1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;2;F;NO;;Colombia;;;;;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;;;;;REGULAR PREGRADO;;;;;;;250;LICENCIATURA EN PEDAGOGÍA INFANTIL;Fonzie Borgars;595805707;MODULO INTRODUCTORIO;1,1;15;1330;NO;NORMAL;1/02/2018;1,1;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2651;10;1;0
130;1/02/2020;Urbana;2013;6;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;No;No tiene;Sólo;Secundaria;Primaria;A pie;$ 10.000 - $ 15.000;Es el campo de formación de mi interés;Administración Financiera;I;ninguna;Ninguna;Atletismo;"Bailar
Escuchar música";No;Casi siempre;Solo fines de semana;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Música y vídeos
Descargar programas y juegos";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;CO;Caquetá;SAN VICENTE DEL CAGUAN;429600;INSTITUTO NACIONAL DE PROMOCION SOCIAL;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;HETEROSEXUAL;;NO APLICA;0;NO APLICA;;230;ADMINISTRACIÓN FINANCIERA;Valma Killiner;433620495;INTRODUCCIÓN A LA ADMINISTRACIÓN FINANCIERA;3,7;3;1690;SI;NORMAL;1/02/2020;3,77;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2669;150;4;1,83432E+15
103;1/01/2018;Rural;2017;0;Pública;Presencial;Ninguno;Sí;Subsidiado;Recursos Propios;No;No tiene;Sólo;Primaria;Primaria;Bus;$ 50.000 en adelante;Es el campo de formación de mi interés;Tecnología en Criminalística;I;ninguna;Ninguna;Fútbol;"Leer
Escribir
Escuchar música";No;Algunas veces;3-4 horas diarias;1-2 horas diarias;No;No sabe / No responde;Muy satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;"Portátil
Teléfono celular - solo llamadas";"Correo electrónico
Redes sociales
Cursos virtuales";1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;210;TECNOLOGÍA EN CRIMINALISTICA;Kelley Cupper;141788335;INTRODUCCION AL DERECHO;3,5;3;970;SI;NORMAL;1/01/2018;3,6;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2670;70;2;1,75258E+16
328;1/01/2022;Urbana;2016;5;Pública;Presencial;Ninguno;No;Subsidiado;Recursos Propios;No;No tiene;Sólo;Primaria;Primaria;Taxi;$ 10.000 - $ 15.000;Es el campo de formación de mi interés;Mercadeo;I;ninguna;Ninguna;Voleibol;Leer;No;Siempre;Todo el tiempo disponible;Todo el tiempo disponible;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;No;Sí;"Portátil;Celular inteligente";"Correo electrónico;Redes sociales;Cursos virtuales";1/01/2022;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;;;;;REGULAR PREGRADO;;;;;;;240;MERCADEO;Meredithe Magor;827993171;UNIVERSIDAD REGION Y MEDIO AMBIENTE;0,3;3;1480;NO;NORMAL;1/01/2022;0,05;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2675;60;1;0
340;1/01/2022;Urbana;2016;2;Pública;Presencial;Técnico;Sí;Subsidiado;Recursos Propios;Si;1-feb;Sólo;Secundaria;Primaria;A pie;$ 4.000 - $ 10.000;Consejo de otras personas;Mercadeo;I;ninguna;Ninguna;Ninguno;Cocinar;No;Algunas veces;3-4 horas diarias;3-4 horas diarias;No;No sabe / No responde;Satisfecho;Ser profesional;Siempre tomo notas;Medio;No;Sí;Celular inteligente;"Correo electrónico;Redes sociales";1/01/2022;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;;;;;REGULAR PREGRADO;;;;;;;230;MERCADEO;Gaby Bess;426552624;EDUCACIÓN A DISTANCIA;0;3;1480;NO;NORMAL;1/01/2022;0,05;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2678;60;1;0
176;1/02/2020;Rural;2015;1;Pública;Presencial;Ninguno;No;Subsidiado;Recursos Propios;No;No tiene;Sólo;Universitario;Universitario;A pie;$ 50.000 en adelante;Sentir vocación desde la infancia;Administración Financiera;I;memoria;Ninguna;Ciclismo;Leer;No;Algunas veces;3-4 horas diarias;1-2 horas diarias;No;No sabe / No responde;Muy satisfecho;Otro;A menudo tomo notas;Medio;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Redes sociales
Cursos virtuales";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;SAN VICENTE DEL CAGUAN;738760;INSTITUCIÓN EDUCATIVA LA INMACULADA;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;URBANA;REGULAR PREGRADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;210;ADMINISTRACIÓN FINANCIERA;Domini Walbridge;380831502;FUNDAMENTO DE ECONOMÍA PARA LAS ORGANIZACIONES;0,4;3;1690;NO;NORMAL;1/02/2021;2,68;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2682;140;4;1,95266E+16
11;1/02/2016;Urbana;2009;1;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Técnico;Técnico;Moto;Inferior a $ 4.000;Buen futuro laboral;Administración Financiera;I;comprensión de lectura;Ninguna;Fútbol;Cocinar;No;Casi siempre;1-2 horas diarias;1-2 horas diarias;No;Satisfecho;Insatisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;Portátil;"Correo electrónico
Redes sociales
Música y vídeos";1/02/2016;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;1;M;SI;SEGUNDA;CO;Caquetá;MORELIA;353600;COLEGIO CERVANTES;Colombia;Caquetá;MORELIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;;;NO APLICA;0;NO APLICA;;250;ADMINISTRACIÓN FINANCIERA;Bibi Lill;398303953;MODULO INTRODUCTORIO;2,6;14;1490;NO;NORMAL;1/02/2016;2,6;falta;;;;NO;falta no se guarda;$550.000,oo;REGULAR PREGRADO;;NO;;NO;2694;10;1;0
34;1/02/2016;Urbana;2015;0;Pública;Presencial;Técnico;Sí;Subsidiado;Familia;No;No tiene;Sólo;Primaria;Primaria;Bus;$ 25.000 - $ 50.000;Buen prestigio;Administración Financiera;I;memoria;Visual;Ninguno;"Leer
Bailar
Cocinar
Escuchar música";No;Algunas veces;1-2 horas diarias;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;"Computador de escritorio
Teléfono celular - solo llamadas";"Correo electrónico
Redes sociales";1/02/2016;EXCLUIDO NO RENOVACION DE MATRICULA;Unión Libre;1;M;NO;;CO;Caquetá;MORELIA;353600;COLEGIO CERVANTES;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;MORELIA;RURAL;REGULAR PREGRADO;GAY;MASCULINO;NO APLICA;0;NO APLICA;;220;ADMINISTRACIÓN FINANCIERA;Shem Ciccarello;172372015;HABILIDADES GERENCIALES Y NUEVOS MODELOS DE ADMINISTRACIÓN.;3;3;1490;SI;NORMAL;1/01/2019;3,66;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2703;10;6;5,43624E+15
