PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
LICENCIATURA EN PEDAGOGÍA INFANTIL;Eleuterio Prat Álvarez;722951878;37;Sí;Urbana;F;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
MERCADEO;Esther Vendrell Ayuso;550052871;24;Sí;Urbana;F;Madre soltera;Crédito;DESPLAZADO;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Mario Olmo Piquer;149135549;33;No;Rural;M;Divorciado;Recursos Propios;DESPLAZADO;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Fidela Anastasia Gordillo Peral;43313941;51;No;Urbana;M;Unión Libre;Familia;REGULAR PREGRADO;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Javier Huerta Palma;319805463;27;Sí;Rural;F;Religioso;Crédito;DESPLAZADO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Julia Hernando Duarte;531556285;20;No;Urbana;F;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Custodio Iglesia;220449234;16;Sí;Rural;F;Casado;Crédito;DESPLAZADO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Alfredo Luciano Carbonell Valenzuela;576867095;25;Sí;Urbana;M;Casado;Beca;REGULAR PREGRADO;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Custodio Batalla Reina;204749239;20;No;Rural;F;Madre soltera;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
MERCADEO;Pánfilo Domingo Alberto Galván;447657386;21;No;Urbana;M;Unión Libre;Familia;REGULAR PREGRADO;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Amaro Pancho Martín Mayoral;405474688;41;No;Rural;F;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;5
MERCADEO;Rico Cañellas Prat;841598728;36;No;Rural;M;Divorciado;Crédito;DESPLAZADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ileana Julieta Calvo Silva;385163834;46;Sí;Urbana;M;Casado;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rolando del Jáuregui;695594184;23;Sí;Rural;F;Unión Libre;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lucía Cabanillas Páez;338432032;54;Sí;Urbana;M;Casado;Recursos Propios;COMUNIDAD NEGRA;No;Sí;1
MERCADEO;Rosenda Franco Mendizábal;478016734;48;Sí;Urbana;M;Religioso;Recursos Propios;REGULAR PREGRADO;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Gervasio Haroldo Busquets Robledo;794860643;41;No;Rural;M;Casado;Familia;PUEBLO INDIGENA;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Demetrio Rosario Fiol Pineda;991303471;45;Sí;Rural;M;Unión Libre;Beca;PUEBLO INDIGENA;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Samu Calixto Pujadas Correa;348216980;42;No;Rural;F;Unión Libre;Crédito;PUEBLO INDIGENA;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Consuela Lucía Paniagua Sales;172499725;25;No;Rural;M;Madre soltera;Familia;REGULAR PREGRADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Alma Sevilla Arnal;777715336;41;No;Rural;F;Divorciado;Beca;REGULAR PREGRADO;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Jordana del Gargallo;542060199;26;Sí;Urbana;M;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Andrea Luján;640254094;26;No;Rural;M;Casado;Crédito;COMUNIDAD NEGRA;No;No;2
ADMINISTRACIÓN FINANCIERA;Nacio Olivera Becerra;806648576;49;Sí;Urbana;M;Madre soltera;Recursos Propios;REGULAR PREGRADO;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Augusto Nogués;764679069;32;No;Rural;M;Unión Libre;Beca;DESPLAZADO;Sí;No;3
MERCADEO;Agustín Coll;654755846;16;No;Rural;F;Casado;Recursos Propios;DESPLAZADO;Sí;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Cruz Llobet Villalba;792502851;50;No;Urbana;M;Madre soltera;Familia;COMUNIDAD NEGRA;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Baudelio Rovira Alonso;668749390;23;Sí;Rural;F;Casado;Recursos Propios;PUEBLO INDIGENA;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Leyre Barriga Oller;863820130;16;Sí;Rural;F;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Gabriel Cobo Ibáñez;919264528;23;No;Urbana;F;Divorciado;Crédito;COMUNIDAD NEGRA;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Petrona de Durán;200460625;16;Sí;Urbana;F;Madre soltera;Recursos Propios;DESPLAZADO;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Joan Carbonell Romero;394381433;16;No;Rural;F;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Hilario Boada Sans;429970708;34;Sí;Urbana;M;Soltero;Crédito;COMUNIDAD NEGRA;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Blas Sobrino-Catalá;193371892;27;No;Rural;F;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
MERCADEO;Lucas Bejarano Moya;547327984;26;No;Urbana;F;Madre soltera;Familia;PUEBLO INDIGENA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Marco Grande;834659119;24;No;Rural;F;Divorciado;Crédito;PUEBLO INDIGENA;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Susanita Goicoechea-Tena;375031404;39;Sí;Rural;M;Soltero;Crédito;COMUNIDAD NEGRA;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Lupe Benito Adán;199812525;16;No;Urbana;F;Unión Libre;Crédito;PUEBLO INDIGENA;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Florina Aliaga Herrero;278564567;21;No;Urbana;M;Divorciado;Familia;DESPLAZADO;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Chita Ordóñez Benito;595621438;38;No;Urbana;M;Divorciado;Crédito;PUEBLO INDIGENA;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Ana Belén Aguirre Morata;943447269;17;No;Urbana;M;Religioso;Crédito;COMUNIDAD NEGRA;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Dimas Ríos Chaparro;55994365;49;No;Rural;F;Soltero;Beca;REGULAR PREGRADO;Sí;Sí;1
MERCADEO;Consuelo Murcia Estrada;564729656;47;No;Urbana;M;Unión Libre;Familia;REGULAR PREGRADO;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Salud Cruz-Ortuño;721937717;28;No;Rural;F;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Alma Vila Guzmán;606305397;26;Sí;Urbana;M;Unión Libre;Beca;COMUNIDAD NEGRA;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Marciano Escrivá Conde;631138165;25;No;Urbana;F;Unión Libre;Crédito;REGULAR PREGRADO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Begoña Zabala Elías;456528445;29;No;Rural;F;Casado;Crédito;COMUNIDAD NEGRA;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Pilar Jordán Colom;21863220;26;Sí;Rural;M;Madre soltera;Recursos Propios;REGULAR PREGRADO;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Evelia Verdejo;602944310;36;Sí;Urbana;M;Unión Libre;Recursos Propios;DESPLAZADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Mar Almansa Pont;241587695;52;Sí;Rural;F;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
MERCADEO;Fito Figueroa Barragán;808255692;44;No;Rural;M;Divorciado;Crédito;DESPLAZADO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Édgar Arévalo Lopez;79805076;50;Sí;Urbana;M;Soltero;Crédito;REGULAR PREGRADO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Pepita Álvaro Novoa;892653396;26;No;Rural;M;Soltero;Crédito;REGULAR PREGRADO;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Pepito Mariscal Ribera;359600671;37;No;Rural;M;Religioso;Recursos Propios;DESPLAZADO;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Teófilo Coloma Aguilar;370148741;47;No;Urbana;M;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Angelina Girón Gallart;307222804;16;Sí;Urbana;F;Unión Libre;Crédito;COMUNIDAD NEGRA;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Flavio de Navas;437347478;22;Sí;Urbana;M;Soltero;Beca;COMUNIDAD NEGRA;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Leonel Marcial Tena Pavón;425639390;17;No;Rural;F;Madre soltera;Crédito;DESPLAZADO;No;No;4
ADMINISTRACIÓN FINANCIERA;Fernanda Benavente Torrijos;174858721;38;No;Urbana;M;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Elisabet Cortina Espada;872464177;41;Sí;Rural;M;Divorciado;Crédito;REGULAR PREGRADO;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Baltasar Pi Suárez;33262283;41;Sí;Rural;F;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Ciro Bastida Otero;766000533;20;No;Urbana;F;Madre soltera;Crédito;DESPLAZADO;No;No;2
MERCADEO;Bernabé Jimenez Durán;840008800;37;Sí;Urbana;F;Religioso;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Manu Marí Donaire;276820883;31;No;Rural;F;Divorciado;Beca;COMUNIDAD NEGRA;No;No;2
MERCADEO;Marcela Juárez;845964573;33;Sí;Rural;F;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Ariadna Lupita Villena Soriano;621241529;52;Sí;Urbana;M;Madre soltera;Crédito;PUEBLO INDIGENA;No;Sí;1
MERCADEO;Pepe Montoya-Collado;788557995;25;No;Rural;F;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;2
MERCADEO;Fanny Casanova;269497286;23;Sí;Rural;M;Soltero;Crédito;REGULAR PREGRADO;Sí;Sí;2
MERCADEO;Rodrigo Castrillo Ibáñez;782195355;34;No;Urbana;M;Religioso;Crédito;PUEBLO INDIGENA;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Eusebio Gerónimo Alfonso Mesa;523093570;43;Sí;Rural;F;Religioso;Beca;DESPLAZADO;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Édgar Reyes Bustamante Guardia;835502073;39;No;Rural;F;Casado;Recursos Propios;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Clarisa Ochoa;659054065;52;No;Rural;M;Soltero;Beca;COMUNIDAD NEGRA;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Merche Porcel Larrea;97950425;22;No;Urbana;F;Divorciado;Recursos Propios;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Vinicio Rius Sáez;433690148;51;Sí;Rural;M;Divorciado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Feliciano Valle Torrijos;268003262;23;No;Rural;M;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Modesta Badía Sierra;768818254;17;Sí;Urbana;F;Religioso;Crédito;REGULAR PREGRADO;Sí;Sí;1
MERCADEO;Amarilis Figuerola Reyes;911975663;52;Sí;Urbana;F;Madre soltera;Familia;DESPLAZADO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Pepito Cesar Posada Gutiérrez;4740013;47;No;Urbana;M;Madre soltera;Familia;REGULAR PREGRADO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jose Ramón Aguirre;951991424;32;Sí;Rural;M;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Clara Arranz Solé;30578682;54;Sí;Rural;F;Casado;Recursos Propios;REGULAR PREGRADO;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Pastor Guardia;319833472;38;No;Rural;F;Madre soltera;Crédito;COMUNIDAD NEGRA;No;No;4
MERCADEO;Odalis de Mateos;557713458;40;No;Urbana;F;Madre soltera;Crédito;REGULAR PREGRADO;Sí;Sí;2
MERCADEO;Esther Alcázar Colom;969299830;17;No;Rural;F;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Apolonia Martí Álvarez;30498276;26;Sí;Urbana;M;Religioso;Familia;DESPLAZADO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Encarnación Gonzalo-Briones;93558743;37;No;Urbana;M;Madre soltera;Crédito;DESPLAZADO;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Lourdes Jiménez Riera;860550044;30;Sí;Urbana;F;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Matías Armando Silva Baños;326754523;34;Sí;Urbana;M;Casado;Familia;REGULAR PREGRADO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Óscar Jara Mármol;98400339;16;No;Rural;F;Divorciado;Beca;PUEBLO INDIGENA;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Cintia Zaragoza Fuster;196727983;33;Sí;Urbana;M;Divorciado;Familia;PUEBLO INDIGENA;Sí;No;3
MERCADEO;Cándida Barba Valentín;51608882;28;Sí;Rural;F;Casado;Beca;DESPLAZADO;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Jose Carlos Rodrigo Guillen;457204238;37;Sí;Rural;F;Madre soltera;Recursos Propios;DESPLAZADO;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Ana Sofía Sola Vigil;100294141;38;Sí;Urbana;F;Casado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Alondra Bermudez-Vélez;758767681;34;No;Urbana;M;Casado;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Antonia Arnau Rico;228668130;34;Sí;Rural;F;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Jose Miguel de Gil;160908052;41;Sí;Urbana;M;Unión Libre;Beca;COMUNIDAD NEGRA;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lope Heras Lucena;629355353;16;No;Urbana;M;Unión Libre;Familia;REGULAR PREGRADO;No;Sí;1
MERCADEO;Elodia Lara Arco;991403166;43;Sí;Urbana;M;Madre soltera;Familia;COMUNIDAD NEGRA;Sí;No;3
MERCADEO;Donato Bayona Ayala;286057320;28;No;Urbana;F;Madre soltera;Crédito;DESPLAZADO;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Rafa Fabián Bernat Batlle;414433198;29;No;Urbana;M;Casado;Crédito;PUEBLO INDIGENA;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Reyna Sierra Gallego;795632537;21;Sí;Rural;M;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Adora Tenorio Céspedes;15720705;21;Sí;Urbana;M;Religioso;Crédito;REGULAR PREGRADO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Nydia Duque Ochoa;529981970;43;Sí;Rural;M;Unión Libre;Familia;PUEBLO INDIGENA;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Magdalena Egea Ríos;911450201;22;Sí;Urbana;M;Religioso;Familia;REGULAR PREGRADO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Julia Rosa Camps;662670198;23;No;Urbana;M;Soltero;Familia;COMUNIDAD NEGRA;No;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Pedro Juárez Quirós;703421056;26;Sí;Rural;M;Divorciado;Beca;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Héctor Espada-Villar;692131441;49;Sí;Urbana;F;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Ángeles Borja-Huertas;717408608;46;Sí;Rural;F;Casado;Recursos Propios;COMUNIDAD NEGRA;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Perla Lobato Soler;780935431;22;Sí;Urbana;F;Casado;Crédito;COMUNIDAD NEGRA;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Aitana Valero-Tejero;546143995;39;Sí;Rural;M;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
MERCADEO;Benigna Guardiola Solís;585405132;53;No;Rural;M;Unión Libre;Crédito;PUEBLO INDIGENA;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Ana Sofía de Trillo;453360000;32;No;Urbana;F;Madre soltera;Beca;PUEBLO INDIGENA;No;No;5
ADMINISTRACIÓN FINANCIERA;Julie Vazquez Pellicer;593738264;45;No;Rural;F;Madre soltera;Recursos Propios;REGULAR PREGRADO;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Jose Ramón Che Azorin Ropero;704102671;22;No;Rural;M;Divorciado;Familia;DESPLAZADO;No;Sí;2
MERCADEO;Maricela Alcántara Orozco;914201992;19;No;Rural;M;Casado;Crédito;PUEBLO INDIGENA;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Cayetana Ros Blazquez;60786410;54;No;Urbana;F;Religioso;Crédito;PUEBLO INDIGENA;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Prudencia Contreras Barco;935419166;52;No;Urbana;F;Unión Libre;Beca;REGULAR PREGRADO;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Samu Casanovas Ibarra;132543844;33;No;Rural;M;Soltero;Familia;DESPLAZADO;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Sergio Bernat-Cañellas;537206926;41;Sí;Rural;F;Soltero;Crédito;DESPLAZADO;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Ernesto de Vaquero;394111741;24;No;Rural;F;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Purificación Victoria Alcántara Cortés;792181112;52;Sí;Rural;M;Religioso;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Emma Nogués Blazquez;205443240;36;No;Rural;F;Unión Libre;Crédito;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Edelmiro Sebastián Flores;808624199;29;No;Rural;F;Unión Libre;Crédito;DESPLAZADO;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Susanita Ochoa Mayo;43944892;28;No;Urbana;M;Madre soltera;Recursos Propios;DESPLAZADO;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Américo Mena Montaña;384236152;37;Sí;Urbana;M;Unión Libre;Familia;PUEBLO INDIGENA;No;No;3
MERCADEO;Bernardo del Bustamante;729571265;51;No;Rural;M;Soltero;Beca;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Paca Castells Farré;827859437;20;No;Rural;M;Madre soltera;Beca;COMUNIDAD NEGRA;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Silvestre Atilio Cerdán Salgado;110484444;23;Sí;Rural;M;Casado;Crédito;DESPLAZADO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Fortunato Aroca Trujillo;273846369;16;No;Urbana;M;Casado;Recursos Propios;REGULAR PREGRADO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Sarita Reguera-Mayo;543266443;17;No;Urbana;M;Casado;Crédito;COMUNIDAD NEGRA;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Isa Arce-Meléndez;127867324;44;Sí;Urbana;F;Soltero;Beca;DESPLAZADO;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rosalinda Ropero;171539573;44;No;Urbana;F;Unión Libre;Crédito;COMUNIDAD NEGRA;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Flor Miralles Casares;302469783;41;No;Rural;F;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Rosalía Ochoa Laguna;355389501;16;No;Rural;M;Casado;Familia;DESPLAZADO;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Gil Cáceres Calvo;423060588;32;No;Urbana;M;Casado;Familia;DESPLAZADO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Obdulia Bosch Cases;770561369;35;Sí;Urbana;F;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Gracia Manzanares Gras;520915900;46;Sí;Urbana;F;Casado;Crédito;DESPLAZADO;Sí;Sí;1
MERCADEO;Domitila Barberá Moliner;923167331;21;No;Urbana;F;Religioso;Familia;REGULAR PREGRADO;Sí;No;4
MERCADEO;Gema Dalmau Perez;581555562;41;No;Urbana;F;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Zaida Aguado Benavente;616451931;21;No;Rural;F;Soltero;Recursos Propios;COMUNIDAD NEGRA;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ligia Ferrán Lluch;720197554;43;No;Rural;F;Unión Libre;Beca;DESPLAZADO;Sí;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Toni Mancebo Guerra;66629182;33;No;Urbana;M;Casado;Beca;PUEBLO INDIGENA;No;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Dulce Macías Rincón;376744758;18;Sí;Urbana;F;Divorciado;Familia;COMUNIDAD NEGRA;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Isa del Sevillano;520629874;38;Sí;Rural;M;Religioso;Crédito;COMUNIDAD NEGRA;No;Sí;4
MERCADEO;Cándido Victor Madrigal Gámez;725458921;18;Sí;Rural;M;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Emigdio Requena Martinez;28755895;51;No;Urbana;M;Divorciado;Recursos Propios;DESPLAZADO;No;Sí;4
MERCADEO;Emigdio Cañete;889007644;26;Sí;Urbana;F;Unión Libre;Crédito;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Anunciación Ofelia Marti Berrocal;743175686;33;Sí;Urbana;F;Madre soltera;Familia;REGULAR PREGRADO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Pepita Rodrigo Montes;456087903;53;No;Urbana;F;Soltero;Beca;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Fermín Avilés Valle;58010252;44;No;Urbana;F;Divorciado;Beca;COMUNIDAD NEGRA;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Raúl Benitez Becerra;783929720;48;No;Urbana;F;Religioso;Beca;COMUNIDAD NEGRA;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Maxi Nereida Salgado Pérez;80689403;41;No;Urbana;F;Unión Libre;Familia;REGULAR PREGRADO;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Jose Angel Collado-Bernal;723502740;31;No;Rural;M;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Merche Leandra Antúnez Valverde;550974534;27;Sí;Rural;F;Unión Libre;Crédito;DESPLAZADO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Luna Pera Cepeda;408080125;16;Sí;Urbana;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Dalila Morante Pera;406381714;38;No;Urbana;M;Soltero;Familia;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Ileana Perez Montero;43272283;17;Sí;Urbana;M;Soltero;Familia;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Adalberto Almeida Gras;993379760;38;No;Urbana;F;Divorciado;Familia;PUEBLO INDIGENA;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Cándida Álamo Blanco;55975307;50;No;Rural;F;Casado;Familia;COMUNIDAD NEGRA;Sí;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Agustín Salazar Sarmiento;627786027;51;No;Urbana;F;Religioso;Recursos Propios;PUEBLO INDIGENA;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Miguel Uría-Villaverde;316197038;52;Sí;Urbana;M;Casado;Crédito;REGULAR PREGRADO;No;No;4
ADMINISTRACIÓN FINANCIERA;Gastón Fiol Cepeda;961563842;33;No;Rural;M;Unión Libre;Crédito;DESPLAZADO;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Catalina Urrutia Berenguer;290203414;31;Sí;Rural;F;Madre soltera;Familia;REGULAR PREGRADO;No;No;3
